Hole Depth,Bit Depth,Hook Load,Weight on Bit,Rotary RPM,Convertible Torque,On Bottom ROP,Flow,On Bottom Hours,Circulating Hours,Total Mud Volume,Rate Of Penetration,Time Of Penetration,YYYY/MM/DD,HH:MM:SS,Memos
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.58,0,0,2021-02-08,03:55:40,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.92,0,0,2021-02-08,03:55:50,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.81,0,0,2021-02-08,03:56:00,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.73,0,0,2021-02-08,03:56:10,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.02,0,0,2021-02-08,03:56:20,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.39,0,0,2021-02-08,03:56:30,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.63,0,0,2021-02-08,03:56:40,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.71,0,0,2021-02-08,03:56:50,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.92,0,0,2021-02-08,03:57:00,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,281.12,0,0,2021-02-08,03:57:10,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,279.84,0,0,2021-02-08,03:57:20,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.44,0,0,2021-02-08,03:57:30,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.92,0,0,2021-02-08,03:57:40,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.19,0,0,2021-02-08,03:57:50,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.6,0,0,2021-02-08,03:58:00,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.32,0,0,2021-02-08,03:58:10,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.87,0,0,2021-02-08,03:58:20,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.77,0,0,2021-02-08,03:58:30,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.63,0,0,2021-02-08,03:58:40,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,279.85,0,0,2021-02-08,03:58:50,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.81,0,0,2021-02-08,03:59:00,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.87,0,0,2021-02-08,03:59:10,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,279.91,0,0,2021-02-08,03:59:20,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,279.85,0,0,2021-02-08,03:59:30,NA
174.5,174.3,55.3,0,0.03,0.005,0,0,1.15,0.7,280.87,0,0,2021-02-08,03:59:40,NA
174.5,174.3,55.2,0,0.03,0.005,0,0,1.15,0.7,280.81,0,0,2021-02-08,03:59:50,NA
